OTUs,DISEASE_1,DISEASE_2,DISEASE_3,DISEASE_4,HEALTHY_1,HEALTHY_2,HEALTHY_3,HEALTHY_4,BLANK_1,BLANK_2,BLANK_3,BLANK_4
OTU587,0,0,0,0,0,0,0,37,0,0,0,0
OTU5880,0,30,0,0,0,0,95,78,0,0,0,0
OTU589,3,0,0,0,0,0,0,0,0,0,0,36
OTU5905,0,0,0,0,0,0,0,0,29,0,0,0
OTU5921,0,8,0,0,0,0,23,0,0,0,0,0
OTU5924,0,22,0,0,0,51,0,31,7,0,93,38
OTU5936,0,0,0,26,0,43,0,0,23,0,0,0
OTU5937,23,13,0,0,0,0,0,0,157,46,0,0
OTU5941,0,0,0,0,0,0,0,0,0,0,34,0
OTU5943,0,0,0,0,24,0,0,0,0,8,0,64
OTU5951,0,0,0,0,0,51,0,0,0,0,0,0
OTU5953,0,0,0,0,0,0,23,0,0,0,0,28
OTU597,24,0,0,3,0,8,0,0,0,0,0,86
OTU5984,0,2,0,0,0,0,0,0,16,0,44,0
OTU5985,0,0,0,7,0,0,0,45,0,0,0,0
OTU6,0,0,0,0,0,0,0,0,5,12,19,0
OTU6013,0,0,0,0,4,0,2,3,11,8,11,0
OTU6021,0,3,0,3,17,20,0,97,10,66,0,53
OTU612,0,0,0,0,0,0,0,0,0,0,63,0
OTU613,0,0,0,0,0,32,0,0,0,0,0,0
OTU617,44,0,0,0,0,0,0,0,0,0,0,0
OTU620,43,0,0,0,0,0,0,0,0,0,0,0
OTU638,27,0,0,0,0,0,0,0,0,0,0,0
OTU642,0,0,0,0,0,0,0,0,0,60,0,0
OTU643,0,0,0,0,29,0,0,0,0,0,0,0
OTU645,0,0,0,0,119,125,0,0,34,21,0,91
OTU651,10,0,0,0,0,0,12,0,0,0,0,59
OTU655,0,0,4,0,2,151,32,0,2,32,0,15
OTU662,0,0,0,0,0,52,0,35,0,0,0,0
OTU665,0,0,2,0,0,0,0,0,0,0,0,23
OTU667,0,7,0,0,0,0,0,0,0,0,0,105
OTU674,0,0,0,0,0,43,0,0,0,0,0,0
OTU677,15,33,3,36,0,109,0,0,0,96,0,0
OTU686,0,0,0,24,0,0,0,0,0,0,0,60
OTU692,13,0,0,12,0,0,0,0,0,0,0,48
OTU693,0,9,0,0,0,2,0,0,22,0,0,0
OTU697,0,0,0,0,0,0,0,0,0,0,0,28
OTU704,42,0,0,0,0,0,9,0,0,0,0,0
OTU714,0,22,0,6,0,42,0,0,0,0,0,0
OTU722,0,14,0,39,0,0,0,0,0,0,0,0
OTU742,0,0,0,0,0,0,0,51,0,0,0,0
OTU746,0,85,0,20,0,118,0,0,0,0,52,0
OTU757,0,0,0,7,0,22,0,0,0,0,0,0
OTU765,0,0,0,10,0,27,0,0,0,0,0,0
OTU770,0,0,0,27,7,0,0,0,0,0,0,0
OTU772,0,0,0,0,0,27,0,0,0,0,0,0
OTU788,0,24,0,0,0,0,0,0,0,0,0,43
OTU790,12,63,7,97,10,568,47,20,634,0,75,82
OTU799,0,4,0,25,0,0,0,0,0,0,0,0
OTU812,0,0,0,0,0,34,0,0,0,0,0,0
OTU87,39,0,0,0,0,0,0,0,0,0,0,0
OTU89,50,25,0,0,0,0,0,0,0,0,0,0
OTU90,25,16,0,0,0,0,0,0,0,0,0,0
OTU908,0,0,0,0,0,0,0,0,0,0,0,35
OTU918,3,16,9,56,6,334,55,57,86,0,0,171
OTU925,6,9,0,0,2,0,10,0,0,9,3,185
OTU94,0,0,0,0,0,0,0,0,0,58,0,0
OTU940,29,0,0,0,0,0,0,0,0,0,0,0
OTU968,0,22,0,15,0,0,0,0,0,0,0,0
